dt_movimento;nu_apf;nu_contrato;no_mutuario;txt_cpf;dt_assinatura;vr_encargo_total_atraso;qt_dias_atraso;pz_amortizacao;pz_decorrido;pz_remanescente;vr_renda_familiar_comprovada;vr_garantia_inicial;dt_nascimento;co_sexo;qt_coobrigados;de_estado_civil;dsc_tipo_contrato;dt_termino_contrato;dsc_situacao_ctr;qt_prestacoes_atraso;vr_saldo_devedor_atual;vr_prestacao;co_municipio_ibge_completo;name_file
10/06/2020;97681093;401127720679;Cristiane de Araujo;78658097044;16/03/2011;0;0;0;120;0;204415,0;-7284689,4;01/09/1991;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-04-26 00:00:00.000;LIQUIDADO;0;0.0;0;975942;INT039
17/12/2021;58946394;830136239826;Patrícia Marques;49998733811;03/06/2014;0;0;0;120;0;204668,0;-7293791,6;10/02/2002;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;243663;INT039
19/01/2018;14225602;353054869028;Vera Borges;78635029077;13/05/2020;0;0;0;120;0;994,0;48641,0;18/09/2003;1;0;ViÃºvo;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;516873;INT039
23/02/2019;92979137;352983272483;Andréia Moreira;27485992505;09/11/2015;0;0;0;120;0;204921,0;-7302893,9;22/10/2004;2;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-05 00:00:00.000;LIQUIDADO;0;0.0;0;202922;INT039
24/04/2022;17693847;502943086276;Raimunda Silva;60849704794;22/08/2023;0;0;0;120;0;205174,0;-7311996,1;20/05/2004;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;899374;INT039
23/08/2024;35192775;845801816687;Fernanda Vieira;43740086013;28/10/2020;0;0;0;120;0;705,0;38438,0;01/12/2003;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;436650;INT039
28/06/2016;82896900;514343468324;Terezinha de Sousa;91935310726;07/12/2011;0;0;0;120;0;205427,0;-7321098,4;13/10/1995;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-12 00:00:00.000;LIQUIDADO;0;0.0;0;313616;INT039
03/02/2022;11404944;156111443831;Josefa Barbosa;35118970216;04/10/2021;0;0;0;120;0;205680,0;-7330200,6;22/01/2006;2;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;544498;INT039
10/05/2022;16593718;565938703899;Gabriela Gonçalves;40539208960;12/01/2020;0;0;0;120;0;963,0;51076,0;01/04/2003;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-10 00:00:00.000;LIQUIDADO;0;0.0;0;585355;INT039
13/03/2018;61707162;349621922698;Carla Rocha;60255417778;05/12/2012;0;0;0;120;0;205933,0;-7339302,9;20/03/2000;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-13 00:00:00.000;LIQUIDADO;0;0.0;0;671225;INT039
02/12/2022;37951942;551782599441;Natália Moreira;45404425971;03/07/2013;0;0;0;120;0;206186,0;-7348405,1;02/08/1998;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;754345;INT039
26/11/2017;67948774;493713939717;Daniela Araujo;70861869258;19/06/2013;0;0;0;120;0;561,0;56214,0;01/11/1989;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;815519;INT039
15/12/2016;67472405;358484061902;Jéssica de Carvalho;78147135021;22/08/2024;0;0;0;120;0;206439,0;-7357507,4;08/11/1984;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2015-09-10 00:00:00.000;DISTRATO;0;0.0;0;273303;INT039
03/12/2021;55232085;555685945478;Júlia de Carvalho;58170299849;05/08/2023;0;0;0;120;0;206692,0;-7366609,6;08/12/1992;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-14 00:00:00.000;LIQUIDADO;0;0.0;0;377330;INT039
03/11/2019;84229515;630930662040;Maria de Souza;91912942014;26/06/2014;0;0;0;120;0;813,0;37238,0;11/12/1996;2;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-05 00:00:00.000;LIQUIDADO;0;0.0;0;145160;INT039
05/07/2022;87081203;357266403395;Cláudia Gonçalves;64827702290;12/04/2022;0;0;0;120;0;206945,0;-7375711,9;14/06/1993;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;500411;INT039
18/01/2020;17239481;563560480516;Antônia Santos;44434703017;10/09/2021;0;0;0;120;0;207198,0;-7384814,1;11/11/2003;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;946574;INT039
02/01/2020;15861386;288455729003;Aparecida Gonçalves;69588475814;22/06/2025;0;0;0;120;0;882,0;66282,0;28/06/2005;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-04-26 00:00:00.000;LIQUIDADO;0;0.0;0;499137;INT039
09/09/2017;32778209;561551595561;Andréia de Almeida;57695347659;14/04/2025;0;0;0;120;0;207451,0;-7393916,4;04/08/1987;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;623967;INT039
24/04/2015;88981137;726494093046;Rita Batista;61977300242;07/12/2021;0;0;0;120;0;207704,0;-7403018,6;20/10/2001;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-14 00:00:00.000;LIQUIDADO;0;0.0;0;439883;INT039
26/03/2020;25951587;626824559881;Aparecida Gomes;77977466651;21/05/2012;0;0;0;120;0;592,0;32705,0;20/12/1992;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;577492;INT039
12/03/2024;64462159;350549244600;Carla Carvalho;10598129840;24/05/2023;0;0;0;120;0;207957,0;-7412120,9;11/07/1992;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-04 00:00:00.000;LIQUIDADO;0;0.0;0;936559;INT039
07/04/2018;96956706;788698038770;Vera Alves;17276686115;18/01/2023;0;0;0;120;0;208210,0;-7421223,1;27/03/1993;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-13 00:00:00.000;LIQUIDADO;0;0.0;0;797879;INT039
14/10/2024;13024850;974241277789;Rosângela Costa;53267666490;08/09/2025;0;0;0;120;0;523,0;33324,0;16/07/1990;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;208349;INT039
14/02/2025;45427427;300656461654;Francisca Gomes;53138489590;03/08/2014;0;0;0;120;0;208463,0;-7430325,4;25/02/2000;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-12 00:00:00.000;LIQUIDADO;0;0.0;0;853639;INT039
19/04/2025;38499949;854253390559;Jaqueline Batista;90196655741;20/09/2020;0;0;0;120;0;208716,0;-7439427,6;19/08/2002;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;118949;INT039
27/09/2022;63049561;104636061236;Bruna do Nascimento;71444122851;08/02/2011;0;0;0;120;0;414,0;45508,0;16/04/1990;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;186346;INT039
20/05/2017;56569784;632552191566;Simone Martins;73767277249;17/03/2025;0;0;0;120;0;208969,0;-7448529,9;10/05/1991;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-13 00:00:00.000;LIQUIDADO;0;0.0;0;294546;INT039
02/11/2018;31457704;507314556265;Mariana Ribeiro;16773058739;05/09/2021;0;0;0;120;0;209222,0;-7457632,1;03/01/1985;1;0;Divorciado;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-01 00:00:00.000;LIQUIDADO;0;0.0;0;296481;INT039
19/12/2023;44206801;761679521279;Lúcia Carvalho;58505324389;01/06/2012;0;0;0;120;0;826,0;60503,0;21/09/1987;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;230143;INT039
14/07/2025;54891539;216925151052;Fabiana de Lima;19426329570;06/07/2019;0;0;0;120;0;209475,0;-7466734,4;24/09/2005;2;0;ViÃºvo;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;143282;INT039
23/10/2016;93165845;480049752906;Débora Santos;20025527496;18/06/2016;0;0;0;120;0;209728,0;-7475836,6;03/07/1994;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-01 00:00:00.000;LIQUIDADO;0;0.0;0;770182;INT039
28/03/2017;82743501;459626550898;Letícia Lima;40924400964;03/08/2012;0;0;0;120;0;481,0;63127,0;07/07/2005;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-18 00:00:00.000;LIQUIDADO;0;0.0;0;496380;INT039
05/11/2017;14766977;357672912575;Letícia Rodrigues;44189814926;02/05/2016;0;0;0;120;0;209981,0;-7484938,9;27/05/1990;2;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;571528;INT039
05/05/2023;75761509;999899340428;Juliana Costa;40500478925;21/06/2025;0;0;0;120;0;210234,0;-7494041,1;20/08/1985;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-01 00:00:00.000;LIQUIDADO;0;0.0;0;161317;INT039
24/06/2020;82748920;163187590342;Débora de Souza;19987405994;01/11/2017;0;0;0;120;0;696,0;68396,0;13/07/1999;2;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;656813;INT039
21/10/2023;15050553;297782514680;Terezinha Silva;59559091726;18/07/2021;0;0;0;120;0;210487,0;-7503143,4;10/02/2006;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;94;0.0;0;786264;INT039
14/03/2016;98054308;790301659826;Camila Fernandes;59444092820;04/09/2019;0;0;0;120;0;210740,0;-7512245,6;04/12/2005;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-14 00:00:00.000;LIQUIDADO;0;0.0;0;395374;INT039
18/04/2024;38075862;718507314398;Vanessa Barbosa;65581113706;07/09/2014;0;0;0;120;0;672,0;55300,0;22/04/1996;2;0;ViÃºvo;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;823077;INT039
06/03/2022;23491292;468688306741;Mariana de Carvalho;14608915368;14/03/2025;0;0;0;120;0;210993,0;-7521347,9;12/01/2005;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;942024;INT039
16/05/2016;63362651;180503414326;Carla Fernandes;84444518450;06/07/2013;0;0;0;120;0;211246,0;-7530450,1;16/11/1988;2;0;ViÃºvo;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-04-26 00:00:00.000;LIQUIDADO;0;0.0;0;742684;INT039
08/10/2017;98083485;668177261132;Rosângela Nascimento;38008348855;11/07/2012;0;0;0;120;0;856,0;38521,0;25/04/1990;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;785291;INT039
14/08/2015;35409001;389161232595;Aline Machado;99030177895;27/09/2017;0;0;0;120;0;211499,0;-7539552,4;03/02/2000;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-04 00:00:00.000;LIQUIDADO;0;0.0;0;516182;INT039
09/10/2023;50311686;614494391417;Beatriz Borges;14404135351;08/10/2013;0;0;0;120;0;211752,0;-7548654,6;03/09/2001;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2018-03-28 00:00:00.000;DISTRATO;0;0.0;0;208898;INT039
09/06/2020;42819743;884902989671;Antônia de Sousa;15403568017;09/12/2023;0;0;0;120;0;489,0;55577,0;08/04/1992;1;0;Separado judicialmente;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-04-17 00:00:00.000;LIQUIDADO;0;0.0;0;456601;INT039
26/01/2019;20860650;239247798274;Júlia Almeida;83391948550;15/06/2020;0;0;0;120;0;212005,0;-7557756,9;11/01/2002;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;761390;INT039
19/05/2016;24992679;151597709725;Cristiane Gonçalves;97988922195;23/06/2019;0;0;0;120;0;212258,0;-7566859,1;02/10/2003;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-04 00:00:00.000;LIQUIDADO;0;0.0;0;897311;INT039
17/09/2016;92286252;740545612667;Eliane Souza;13805383828;09/09/2013;0;0;0;120;0;961,0;44007,0;06/11/1985;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-04-13 00:00:00.000;LIQUIDADO;0;0.0;0;921021;INT039
25/06/2022;56312744;412612304815;Rosângela da Silva;26170035513;17/02/2017;0;0;0;120;0;212511,0;-7575961,4;11/10/1986;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;276371;INT039
07/09/2019;25544890;788225469395;Sônia Alves;46095005957;14/07/2013;0;0;0;120;0;212764,0;-7585063,6;19/06/1988;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;793016;INT039
10/06/2015;71355529;231484418734;Sônia Alves;58247621734;22/03/2025;0;0;0;120;0;552,0;51979,0;04/09/2006;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-04-26 00:00:00.000;LIQUIDADO;110;0.0;0;800857;INT039
19/11/2022;42344345;312228885400;Júlia Bezerra;17825234944;18/11/2021;0;0;0;120;0;213017,0;-7594165,9;19/03/1986;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-01 00:00:00.000;LIQUIDADO;0;0.0;0;900551;INT039
16/09/2016;52538843;854301832947;Lúcia Santos;55718940928;05/06/2013;0;0;0;120;0;213270,0;-7603268,1;07/07/1989;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-13 00:00:00.000;LIQUIDADO;0;0.0;0;343117;INT039
06/03/2015;51927202;449080237779;Antônia do Nascimento;43182142103;07/08/2013;0;0;0;120;0;879,0;62803,0;21/01/2006;1;0;Divorciado;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;674312;INT039
14/01/2024;93120385;307110068260;Aparecida Alves;80689583965;17/05/2014;0;0;0;120;0;213523,0;-7612370,4;18/06/1988;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;165796;INT039
05/08/2020;47582180;751549866643;Lúcia Lima;82382765846;05/05/2024;0;0;0;120;0;213776,0;-7621472,6;02/09/1985;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-09 00:00:00.000;LIQUIDADO;0;0.0;0;863234;INT039
21/03/2024;55803423;528632289203;Jaqueline do Nascimento;22212792324;06/03/2017;0;0;0;120;0;913,0;41348,0;15/10/1996;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;368724;INT039
13/08/2018;47352755;606040970947;Luana Pereira;95992450013;24/01/2025;0;0;0;120;0;214029,0;-7630574,9;27/12/1995;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-14 00:00:00.000;LIQUIDADO;0;0.0;0;466326;INT039
22/08/2024;97470759;202175554238;Renata Santana;91196515865;28/02/2021;0;0;0;120;0;214282,0;-7639677,1;05/06/2001;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-14 00:00:00.000;LIQUIDADO;0;0.0;0;685453;INT039
16/12/2015;56920859;257061056853;Renata de Oliveira;80734990393;01/06/2016;0;0;0;120;0;406,0;42060,0;13/05/2002;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-04 00:00:00.000;LIQUIDADO;0;0.0;0;879584;INT039
20/02/2020;94363805;589333613898;Rosa Lopes;49031885342;16/04/2020;0;0;0;120;0;214535,0;-7648779,4;12/09/2003;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-13 00:00:00.000;LIQUIDADO;0;0.0;0;983973;INT039
12/07/2024;16325887;404522824853;Adriana Barbosa;94907873718;02/12/2013;0;0;0;120;0;214788,0;-7657881,6;11/08/1995;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;998803;INT039
24/07/2020;50333752;279589789470;Camila de Carvalho;76475989652;06/12/2021;0;0;0;120;0;936,0;53523,0;05/06/1991;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;529262;INT039
11/12/2025;26959813;954829806086;Raquel Silva;28211432639;26/06/2018;0;0;0;120;0;215041,0;-7666983,9;11/07/2004;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;958056;INT039
17/07/2025;67745607;176180337489;Ana Gomes;65715352229;11/12/2025;0;0;0;120;0;215294,0;-7676086,1;08/12/1999;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-13 00:00:00.000;LIQUIDADO;0;0.0;0;296891;INT039
13/01/2019;30942148;189576351145;Raquel Nunes;12743718445;11/06/2022;0;0;0;120;0;454,0;32035,0;06/12/1995;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-14 00:00:00.000;LIQUIDADO;0;0.0;0;935496;INT039
22/09/2024;18039854;421390812500;Gabriela Soares;58363494710;16/05/2024;0;0;0;120;0;215547,0;-7685188,4;21/12/1986;1;0;Divorciado;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-05 00:00:00.000;LIQUIDADO;0;0.0;0;777398;INT039
15/07/2021;76833325;351773880104;Francisca Bezerra;34310365004;19/01/2023;0;0;0;120;0;215800,0;-7694290,6;23/12/1986;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;85;0.0;0;435826;INT039
16/09/2019;44767261;504057207499;Fernanda Santos;78541702145;25/01/2012;0;0;0;120;0;665,0;68482,0;18/12/2003;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;401407;INT039
24/12/2018;59069294;570101861407;Sandra Batista;80685159262;23/05/2011;0;0;0;120;0;216053,0;-7703392,9;09/08/2002;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;438234;INT039
11/11/2017;63030953;737495711678;Francisca Carvalho;57237852430;03/06/2023;0;0;0;120;0;216306,0;-7712495,1;21/01/1996;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;540912;INT039
02/06/2019;75564465;156199960304;Fabiana Ferreira;35500418122;18/12/2022;0;0;0;120;0;732,0;57749,0;21/09/1984;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2021-10-19 00:00:00.000;DISTRATO;0;0.0;0;546146;INT039
10/03/2015;29186337;273684162313;Luana Nascimento;39661848476;24/01/2025;0;0;0;120;0;216559,0;-7721597,4;21/10/2000;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;939255;INT039
01/01/2020;86988471;330660551284;Ângela Vieira;28495897327;25/06/2011;0;0;0;120;0;216812,0;-7730699,6;01/01/1987;1;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-12 00:00:00.000;LIQUIDADO;0;0.0;0;663492;INT039
07/02/2024;52354050;316197538933;Josefa Costa;69916114805;13/07/2022;0;0;0;120;0;767,0;61862,0;11/09/1995;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;870071;INT039
28/04/2016;17173633;804861882099;Sônia da Silva;61834348519;25/08/2018;0;0;0;120;0;217065,0;-7739801,9;15/10/2000;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;136137;INT039
20/01/2018;63714395;193377976519;Bruna Silva;60607686440;04/04/2025;0;0;0;120;0;217318,0;-7748904,1;15/07/2005;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-14 00:00:00.000;LIQUIDADO;0;0.0;0;349962;INT039
20/01/2018;58020155;878595881422;Larissa do Nascimento;99265483257;25/03/2017;0;0;0;120;0;732,0;49868,0;02/03/1989;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-13 00:00:00.000;LIQUIDADO;0;0.0;0;437126;INT039
19/12/2021;71192256;442258750160;Júlia Ramos;54343539281;26/01/2022;0;0;0;120;0;217571,0;-7758006,4;19/05/1999;2;0;Divorciado;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-05 00:00:00.000;LIQUIDADO;0;0.0;0;782316;INT039
21/12/2022;96195516;691863312447;Lúcia Soares;45129743814;04/05/2021;0;0;0;120;0;217824,0;-7767108,6;14/07/1999;2;0;ViÃºvo;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-10 00:00:00.000;LIQUIDADO;0;0.0;0;623448;INT039
20/07/2019;78304429;842234347410;Ana Mendes;80749426896;11/08/2025;0;0;0;120;0;503,0;54906,0;16/10/1986;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;363237;INT039
02/01/2023;79090000;219234826206;Adriana de Oliveira;69323998263;19/07/2021;0;0;0;120;0;218077,0;-7776210,9;22/12/2005;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;478135;INT039
20/10/2023;77078177;489624763398;Andréia da Costa;52718877727;06/09/2014;0;0;0;120;0;218330,0;-7785313,1;11/06/1993;2;0;Divorciado;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-05 00:00:00.000;LIQUIDADO;0;0.0;0;976758;INT039
06/07/2019;63357358;719416047611;Sandra Moreira;47607450754;09/07/2020;0;0;0;120;0;653,0;58048,0;01/11/2000;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;63;0.0;0;921801;INT039
23/03/2016;40960266;379090905726;Natália de Oliveira;27224672076;18/07/2013;0;0;0;120;0;218583,0;-7794415,4;25/01/1988;1;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;809819;INT039
06/07/2024;77716905;271297715050;Vitória do Nascimento;99848778413;26/10/2017;0;0;0;120;0;218836,0;-7803517,6;04/04/2002;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;344172;INT039
26/10/2021;15556996;934274684599;Mariana Vieira;20708482732;07/12/2020;0;0;0;120;0;520,0;49627,0;14/04/2005;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-15 00:00:00.000;LIQUIDADO;0;0.0;0;777597;INT039
28/08/2018;17244315;785992984989;Letícia Vieira;28438997953;13/09/2017;0;0;0;120;0;219089,0;-7812619,9;12/04/1989;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;601241;INT039
08/02/2021;79897637;340747998255;Maria Gomes;66993606746;02/11/2016;0;0;0;120;0;219342,0;-7821722,1;12/09/1999;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-02 00:00:00.000;LIQUIDADO;0;0.0;0;792061;INT039
20/07/2017;52936052;925522759160;Rita Vieira;24693719848;11/03/2018;0;0;0;120;0;487,0;69817,0;25/10/1991;2;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-13 00:00:00.000;LIQUIDADO;0;0.0;0;153634;INT039
10/08/2022;64232410;459022083599;Maria Nascimento;55757391610;21/05/2022;0;0;0;120;0;219595,0;-7830824,4;17/02/2005;1;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-07 00:00:00.000;LIQUIDADO;0;0.0;0;663066;INT039
14/12/2019;24891603;513279209014;Andréia Borges;54409623480;13/11/2025;0;0;0;120;0;219848,0;-7839926,6;19/06/2001;1;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-05 00:00:00.000;LIQUIDADO;117;0.0;0;673137;INT039
11/10/2018;76773236;639228304738;Sandra da Silva;92697110307;14/05/2024;0;0;0;120;0;884,0;64047,0;21/04/2002;2;0;Separado judicialmente;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-03-05 00:00:00.000;LIQUIDADO;0;0.0;0;327853;INT039
27/03/2023;62241578;815974291557;Sandra Gonçalves;88881270765;26/06/2012;0;0;0;120;0;220101,0;-7849028,9;01/11/2000;1;0;Divorciado;SUBSIDIO_MENSAL_NA_PRESTACAO;2021-01-12 00:00:00.000;LIQUIDACAO_SINISTRO;0;0.0;0;579359;INT039
14/10/2017;45677148;531669141663;Camila Borges;61320363110;20/07/2023;0;0;0;120;0;220354,0;-7858131,1;28/07/1995;1;0;Solteiro;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-30 00:00:00.000;LIQUIDADO;0;0.0;0;436192;INT039
11/09/2023;40772231;229165911315;Aparecida de Sousa;20791745337;17/03/2018;0;0;0;120;0;627,0;60844,0;14/06/1986;1;0;Casado com comunhÃ£o parcial de bens;SUBSIDIO_MENSAL_NA_PRESTACAO;2022-05-29 00:00:00.000;LIQUIDADO;0;0.0;0;512445;INT039
